GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
1902,Available Utilized Instructional Space,,An indication that the instruction space in a school is used in the calculation of student capacity.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20883,10,20883,,,AvailableUtilizedInstructionalSpace,,
1903,Building Capacity Factor Indicator,,A designation as to whether the space is included in the calculation of school building capacity under state or local guidelines.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20884,10,20884,,,BuildingCapacityFactorIndicator,,
1904,Facility Enrollment Capacity,,The maximum number of age appropriate students who can be enrolled in a facility such that the district's programmatic," operational"," and student/teacher work load requirements are met.",Integer,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20885,10,20885,FacilityEnrollmentCapacity,,
1905,Organization Relationship Type,,The nature of one organization�s relationship to another.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20886,10,20886,,,OrganizationRelationshipType,,
1906,Facility Ownership Indicator,,Indicates the public or private entity holds legal title to the building and/or site.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20887,10,20887,,,FacilityOwnershipIndicator,,
1907,Competency Framework Source URL,,A URL that resolves to the original or authoritative competency framework document.,Alphanumeric - 512 characters maximum,FALSE,This is the URL of a human-readable artifact. Often this document is published in html and/or pdf and is used by the standard setting entity as part of its approval process.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20888,10,20888,,,CompetencyFrameworkSourceURL,,
1908,Competency Definition Typical Age Range Minimum,,The typical minimum age at which a person learns the defined competency.,Integer - greater than or equal to 0,FALSE,"Use this element with ""Competency Definition Typical Age Range Maximum"" instead of ""Competency Item Typical Age Range""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20889,10,20889,,,CompetencyDefinitionTypicalAgeRangeMinimum,,
1909,Competency Definition Typical Age Range Maximum,,The typical maximum age at which a person learns the defined competency.,Integer - greater than or equal to 0,FALSE,"Use this element with ""Competency Definition Typical Age Range Minimum"" instead of ""Competency Item Typical Age Range""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20890,10,20890,,,CompetencyDefinitionTypicalAgeRangeMaximum,,
1910,Credential Definition Date Effective,,Effective date of the content of a credential definition.,YYYY-MM-DD,FALSE,This is the date the content/definition of the credential became effective," not necessarily the date that one or more credentialing organizations began offering the credential.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20891,10,20891,,CredentialDefinitionDateEffective,,
1911,Credential Offered Start Date,,The first date a credential was offered.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20892,10,20892,,,CredentialOfferedStartDate,,
1912,Credential Offered End Date,,The last date a credential was offered.,YYYY-MM-DD,FALSE,All CEDS Exit and End Dates represent the last day of the date range specified," such as the last day that a person was enrolled"," participated"," or received services.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20893,10,CredentialOfferedEndDate,,
1913,CTDL Audience Level Type,ceterms:AudienceLevel,Type of level indicating a point in a progression through an educational or training context," for which the credential is intended; select from an existing enumeration of such types.",,TRUE,"This is similar to ""PESC Award Level Type"" and ""Academic Award Level Conferred"" but uses a different controlled vocabulary.  See &lt;a href=""https://credreg.net/ctdl/terms/Credential#AudienceLevel""&gt;https://credreg.net/ctdl/terms/Credential#AudienceLevel&lt;/a&gt;.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20894,10,20894,,CTDLAudienceLevelType,,
1914,Credential Definition Agent Role Type,,The role that an organization or person has in relation to this Credential Definition based on terms defined by Credential Engine.,,TRUE,Option codes and definitions are from the Credential Engine and the ceterms namespace," except the codes use Pascal case in CEDS to follow CEDS conventions and use camel case in the original  ceterms.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20895,10,20895,,CredentialDefinitionAgentRoleType,,
1915,Progress Achieving English Language Proficiency Indicator Type,,The category used to report the school's performance on the progress of achieving the English language proficiency indicator.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20896,10,20896,,,ProgressAchievingEnglishLanguageProficiencyIndicatorType,,
1916,Progress Achieving English Language Proficiency State Defined Status,,The state defined status assigned to the school's performance on the progress of achieving the English language proficiency indicator.,,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20897,10,20897,,,ProgressAchievingEnglishLanguageProficiencyStateDefinedStatus,,
1917,Record Start Date Time,,The start date and," optionally"," time that a record is active as used to support version control.",YYYY-MM-DDTHH:MM:SS,FALSE,See CEDS Integrated Data Store for use in version control.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20898,10,20898,RecordStartDateTime,,
1918,Record End Date Time,,The end date and," optionally"," time that a record is active as used to support version control.",YYYY-MM-DDTHH:MM:SS,FALSE,See CEDS Integrated Data Store for use in version control. All CEDS Exit and End Dates represent the last day of the date range specified.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20899,10,20899,RecordEndDateTime,,
1919,Start Time,,The starting hour," minute and second.",,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20900,10,20900,,StartTime,,
1920,End Time,,The ending hour," minute and second.",,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20901,10,20901,,EndTime,,
1925,Additional Targeted Support and Improvement Status,,The designation given to a school by the state for additional targeted support and improvement as part of its statewide system of annual meaningful differentiation.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20902,10,20902,,,AdditionalTargetedSupportAndImprovementStatus,,
1929,Awaiting Foster Care Status,,An indication of whether this child is awaiting foster care.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20903,10,20903,,,AwaitingFosterCareStatus,,
1923,Comprehensive Support and Improvement Status,,The designation given to a school by the state for comprehensive support and improvement as part of its statewide system of annual meaningful differentiation.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20904,10,20904,,,ComprehensiveSupportAndImprovementStatus,,
1928,Do Not Publish Indicator,,An indication that the record should not be published.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20905,10,20905,,,DoNotPublishIndicator,,
1921,Full Time Equivalency,,The time a person is enrolled," employed"," involved"," or participates in the organization"," divided by the time the organization defines as full-time for that role.",Numeric - up to 2 decimal places,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20906,FullTimeEquivalency,,
1926,Grade Levels Approved,,The specific grade or combination of grades approved by an organization to be offered by an education institution.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20907,10,20907,,,GradeLevelsApproved,,
1930,Out of Workforce Indicator,,An individual: (A) who is a displaced homemaker," as defined in section 3 of the Workforce Innovation and Opportunity Act (29 U.S.C. 3102); or (B) who (i)(I) has worked primarily without remuneration to care for a home and family"," and for that reason has diminished marketable skills; or (II) is a parent whose youngest dependent child will become ineligible to receive assistance under part A of title IV of the Social Security Act (42 U.S.C. 601 et seq.) not later than 2 years after the date on which the parent applies for assistance under such title; and (ii) is unemployed or underemployed and is experiencing difficulty in obtaining or upgrading employment.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20908,10,20908,OutOfWorkforceIndicator,,
1922,Program Entry Reason,,The documented or assumed reason a person is being served by a program.,Alphanumeric - 300 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20909,10,20909,,,ProgramEntryReason,,
1924,Targeted Support and Improvement Status,,The designation given to a school by the state for targeted support and improvement as part of its statewide system of annual meaningful differentiation.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20910,10,20910,,,TargetedSupportAndImprovementStatus,,
1927,Telephone Number Listed Status,,An indication of whether a telephone number is listed under a directory assistance service.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20911,10,20911,,,TelephoneNumberListedStatus,,
1955,Adult Education Credential Attainment Employed Indicator,,An indication of whether the adult education participant received a secondary school diploma or its recognized equivalent while enrolled in the adult education program or within one year of exiting the adult education program and was employed within one year of exiting the adult education program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20912,10,20912,New,Added new element to DES,AdultEducationCredentialAttainmentEmployedIndicator,,
1956,Adult Education Credential Attainment Postsecondary Credential Indicator,,An indication of whether the adult education participant received a postsecondary credential while enrolled in the adult education program or within one year of exiting the adult education program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20913,10,20913,New,Added new element to DES,AdultEducationCredentialAttainmentPostsecondaryCredentialIndicator,,
1954,Adult Education Credential Attainment Postsecondary Enrollment Indicator,,An indication of whether the adult education participant received a secondary school diploma or its recognized equivalent while enrolled in the adult education program or within one year of exiting the adult education program and entered into postsecondary education within one year of exiting the adult education program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20914,10,20914,New,Added new element to DES,AdultEducationCredentialAttainmentPostsecondaryEnrollmentIndicator,,
1939,Adult Education Program Exit Reason,,The documented or assumed reason the person is no longer being served by the adult education program.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20915,10,20915,New,Added new element to DES,AdultEducationProgramExitReason,,
1935,Barrier to Internet Access In Residence,,An indication of the barrier to having internet access in the student's primary place of residence.,,TRUE,"This element is used in combination with the element ""Internet Access in Residence."" When asking for this information on a parent or student survey"," the question could be phrased like this: ""If the student is unable to access the internet in their primary place of residence"," why not?""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20916,10,20916,BarrierToInternetAccessInResidence,,
1984,Children of Fallen Heroes Indicator,,Pell-eligible students whose parent or guardian was a member of the U.S. armed forces and died as a result of military service performed in Iraq or Afghanistan after the events of 9/11 or a public safety officer and died as a result of active service in the line of duty. At the time of the parent's or guardian's death," the student must be less than 24 years of age or enrolled in college or career school at least part-time.",,TRUE,The Children of Fallen heroes Indicator should follow the current legislation definitions and be updated as definitions change,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20917,10,20917,New,ChildrenOfFallenHeroesIndicator,,
